id;1dTrend;5dTrend;20dTrend;LongTrend
846;0;2;0;2
847;0;0;0;2
848;0;0;0;2
849;0;0;0;2
850;0;0;0;2
851;0;0;0;2
852;0;0;0;2
853;0;0;1;2
854;0;0;0;2
855;0;1;0;2
856;0;1;0;2
857;0;0;0;2
858;0;0;0;2
859;0;0;0;2
860;0;0;0;2
861;0;0;0;2
862;0;0;0;2
863;0;0;0;2
864;0;0;0;2
865;0;0;0;2
866;0;0;0;2
867;0;0;0;2
868;0;0;0;2
869;0;0;0;2
870;0;0;1;2
871;1;0;1;2
872;0;0;1;2
873;0;0;1;2
874;0;0;1;2
875;0;0;1;2
876;0;0;1;2
877;0;0;1;2
878;0;2;1;2
879;0;2;1;2
880;0;2;1;2
881;0;0;1;2
882;0;0;1;2
883;0;1;1;2
884;0;1;1;2
885;0;1;1;2
886;0;0;1;2
887;0;0;1;2
888;1;0;1;2
889;1;0;1;2
890;1;0;1;2
891;0;0;1;2
892;0;0;1;2
893;0;0;1;2
894;0;0;1;2
895;0;2;1;2
896;0;2;1;2
897;0;2;1;2
898;0;2;1;2
899;1;0;1;2
900;1;0;1;2
901;1;0;1;2
902;1;0;1;2
903;1;0;1;2
904;1;0;1;2
905;1;0;1;2
906;0;0;1;2
907;0;0;1;2
908;0;0;1;2
909;0;0;1;2
910;1;0;1;2
911;1;0;1;2
912;1;0;1;2
913;1;0;1;2
914;1;0;1;2
915;0;0;1;2
916;0;0;1;2
917;0;0;1;2
918;1;0;1;2
919;1;0;1;2
920;0;0;1;2
921;0;0;1;2
922;0;0;1;2
923;0;0;1;2
924;0;2;1;2
925;0;2;1;2
926;0;2;1;2
927;0;2;1;2
928;0;0;1;2
929;0;0;1;2
930;0;0;1;2
931;0;1;1;2
932;1;1;1;2
933;1;1;1;2
934;1;1;1;2
935;1;0;1;2
936;1;0;1;2
937;1;0;1;2
938;1;0;1;2
939;1;0;1;2
940;0;0;0;2
941;0;0;0;2
942;0;0;0;2
943;0;0;0;2
944;0;2;0;2
945;0;2;0;2
946;0;2;0;2
947;0;0;0;2
948;0;0;0;2
949;0;0;0;2
950;0;0;0;2
951;0;0;0;2
952;0;0;0;2
953;0;0;0;2
954;0;0;0;2
955;0;0;0;2
956;1;0;0;2
957;0;0;0;2
958;0;0;0;2
959;0;0;0;2
960;0;0;0;2
961;0;0;0;2
962;0;0;0;2
963;0;0;0;2
964;0;0;0;2
965;0;0;0;2
966;0;0;0;2
967;0;0;0;2
968;0;0;0;2
969;0;0;0;2
970;0;0;0;2
971;0;0;0;2
972;0;0;0;2
973;0;0;0;2
974;0;0;0;2
975;0;0;0;2
976;0;0;0;2
977;0;0;0;2
978;1;0;1;2
979;1;0;0;2
980;1;1;0;2
981;0;1;0;2
982;0;0;0;2
983;0;0;0;2
984;0;0;0;2
985;0;0;0;2
986;0;0;0;2
987;0;0;0;2
988;0;0;0;2
989;0;0;0;2
990;0;0;0;2
991;0;0;0;2
992;0;0;0;2
993;0;0;0;2
994;0;0;0;2
995;0;0;0;2
996;0;0;0;2
997;0;0;0;2
998;0;0;0;2
999;0;0;0;2
1000;0;0;0;2
1001;0;0;0;2
1002;0;0;1;2
1003;0;0;1;2
1004;0;0;1;2
1005;0;0;0;2
1006;0;0;0;2
1007;0;1;0;2
1008;0;0;0;2
1009;0;1;0;2
1010;0;0;0;2
1011;0;0;0;2
1012;0;0;0;2
1013;0;0;0;2
1014;0;0;0;2
1015;0;0;0;2
1016;0;0;0;2
1017;0;0;0;2
1018;0;0;0;2
1019;0;0;0;2
1020;0;0;0;2
1021;0;0;0;2
1022;0;0;0;2
1023;0;0;0;2
1024;0;0;0;2
1025;0;0;0;2
1026;0;0;0;2
1027;0;0;0;2
1028;0;0;0;2
1029;0;0;0;2
1030;0;0;0;2
1031;0;0;0;2
1032;0;0;1;2
1033;0;0;1;2
1034;0;0;1;2
1035;0;0;1;2
1036;0;0;1;2
1037;0;0;1;2
1038;0;0;1;2
1039;0;0;1;2
1040;0;0;1;2
1041;0;0;1;2
1042;0;0;1;2
1043;0;0;1;2
1044;0;0;1;2
1045;0;0;1;2
1046;1;0;1;2
1047;1;0;1;2
1048;0;1;1;2
1049;0;1;0;2
1050;0;1;0;2
1051;1;1;0;2
1052;1;0;0;2
1053;0;0;0;2
1054;0;0;0;2
1055;0;0;0;2
1056;0;0;0;2
1057;0;2;0;2
1058;0;2;0;2
1059;0;2;0;2
1060;0;2;0;2
1061;0;0;1;2
1062;0;0;1;2
1063;0;0;1;2
1064;0;0;1;2
1065;0;0;1;2
1066;0;0;1;2
1067;0;0;1;2
1068;0;0;1;2
1069;0;0;1;2
1070;0;0;1;2
1071;1;0;1;2
1072;0;0;1;2
1073;0;0;1;2
1074;0;0;1;2
1075;1;1;1;2
1076;0;1;1;2
1077;0;0;1;2
1078;0;0;1;2
1079;0;0;1;2
1080;1;0;1;2
1081;1;0;1;2
1082;1;0;1;2
1083;1;0;1;2
1084;1;0;1;2
1085;0;0;1;1
1086;0;0;1;1
1087;0;0;1;1
1088;0;0;1;1
1089;0;0;1;1
1090;0;0;1;1
1091;0;0;1;1
1092;0;2;1;1
1093;0;0;1;1
1094;0;2;1;1
1095;0;1;1;1
1096;0;1;1;1
1097;1;1;1;1
1098;1;1;1;1
1099;1;0;1;1
1100;0;0;1;1
1101;0;0;1;1
1102;0;0;1;1
1103;1;0;1;1
1104;1;0;1;1
1105;1;0;1;1
1106;0;0;1;1
1107;0;0;1;1
1108;0;0;1;1
1109;1;0;1;1
1110;1;0;1;1
1111;1;0;1;1
1112;0;0;1;1
1113;0;0;0;1
1114;0;0;0;1
1115;0;0;0;1
1116;1;0;0;1
1117;1;0;0;1
1118;0;0;0;1
1119;0;0;0;1
1120;0;0;0;1
1121;0;0;0;1
1122;0;2;0;1
1123;0;2;0;1
1124;0;2;0;1
1125;0;0;0;1
1126;0;0;0;1
1127;0;0;0;1
1128;0;0;0;1
1129;0;0;0;1
1130;0;0;0;1
1131;0;0;0;1
1132;0;0;0;1
1133;0;0;0;1
1134;0;0;0;1
1135;1;0;0;1
1136;0;0;0;1
1137;0;0;0;1
1138;0;0;0;1
1139;0;0;0;1
1140;0;0;0;1
1141;0;0;1;1
1142;0;0;1;1
1143;0;0;1;1
1144;0;0;1;1
1145;0;0;1;1
1146;0;0;1;1
1147;0;0;1;1
1148;0;0;1;1
1149;0;0;1;1
1150;0;0;1;1
1151;0;0;1;1
1152;0;0;1;1
1153;0;0;1;1
1154;0;0;1;1
1155;0;0;1;1
1156;0;1;1;1
1157;0;1;1;1
1158;1;1;1;1
1159;0;1;1;1
1160;0;0;1;1
1161;0;0;1;1
1162;1;0;1;1
1163;1;0;1;1
1164;1;0;1;1
1165;0;0;1;1
1166;0;0;1;1
1167;0;0;1;1
1168;0;0;1;1
1169;0;0;1;1
1170;0;0;0;1
1171;0;0;0;1
1172;0;2;0;1
1173;0;2;1;1
1174;0;2;0;1
1175;0;2;1;1
1176;0;0;1;1
1177;0;0;1;1
1178;0;0;1;1
1179;1;0;1;1
1180;0;0;1;1
1181;0;0;1;1
1182;0;0;1;1
1183;0;0;1;1
1184;0;0;1;1
1185;1;0;1;1
1186;1;0;1;1
1187;1;0;0;1
1188;0;0;0;1
1189;0;0;0;1
1190;0;0;0;1
1191;0;0;0;1
1192;0;0;1;1
1193;0;0;1;1
1194;1;0;0;1
1195;0;0;0;1
1196;0;0;0;1
1197;0;0;0;1
1198;0;0;0;1
1199;0;2;0;1
